id,age,job_type,marital_status,salary,education_level,bad_credit,mortgage,credit_cards,contact_type,contact_month,contact_weekday,contacts,days_since_contact,previous,cust_lifetime_value,subscribed
26790,55,retired,married,22250,elementary,unknown,yes,no,mobile,jul,fri,3,999,0,8083,0
26791,45,laborer,married,27100,elementary,unknown,yes,no,email,jun,mon,2,999,0,6449,0
26792,26,administrative,divorced,33886,elementary,no,no,no,mobile,jul,mon,3,999,0,5862,0
26793,64,housekeeping,married,24488,unknown,no,yes,no,email,may,wed,3,999,0,9399,1
26794,29,administrative,married,157464,university,no,yes,no,mobile,jul,tue,1,999,2,8746,0
26795,34,technician,single,54116,trade school,no,yes,no,mobile,may,mon,2,999,1,7279,1
26796,40,services,married,63948,high school,no,yes,no,mobile,nov,tue,1,999,0,8620,0
26797,34,laborer,married,25964,elementary,no,yes,no,email,may,thu,4,999,0,8829,0
26798,32,services,married,56705,high school,unknown,yes,no,email,may,wed,2,999,0,5875,0
26799,36,housekeeping,single,140958,university,no,unknown,unknown,mobile,aug,fri,2,3,1,5116,1
26800,33,services,married,48104,high school,no,yes,no,email,jul,tue,7,999,0,5301,0
26801,42,technician,married,33134,elementary,no,no,no,email,jun,thu,1,999,0,5314,0
26802,33,administrative,married,104400,university,no,no,no,mobile,aug,thu,5,999,0,7858,0
26803,27,administrative,married,45686,high school,no,yes,no,mobile,may,wed,3,999,0,7732,0
26804,41,laborer,married,26868,elementary,no,no,no,mobile,may,wed,1,999,0,6495,0
26805,38,administrative,single,103390,university,no,yes,yes,mobile,sep,tue,1,999,0,7569,1
26806,28,laborer,married,26547,elementary,no,yes,no,email,jun,wed,1,999,0,6958,0
26807,56,self-employed,married,66229,university,no,no,no,mobile,jun,thu,3,999,0,9446,0
26808,41,laborer,married,47881,trade school,no,no,no,email,may,thu,3,999,0,8379,0
26809,56,services,divorced,59474,high school,unknown,yes,no,email,may,wed,1,999,0,6930,0
26810,24,laborer,single,22770,elementary,no,yes,no,mobile,jul,wed,1,999,0,7476,0
26811,37,laborer,married,28092,elementary,unknown,yes,no,email,may,wed,3,999,0,8488,0
26812,58,administrative,divorced,83869,university,unknown,yes,no,mobile,aug,mon,2,999,0,7622,0
26813,41,unemployed,married,41220,high school,no,no,no,mobile,sep,wed,1,6,3,5792,1
26814,40,laborer,divorced,34537,elementary,no,yes,no,mobile,nov,fri,1,999,1,8918,0
26815,34,administrative,married,38405,high school,no,no,no,email,may,thu,1,999,0,8028,0
26816,59,retired,divorced,29029,elementary,no,no,no,mobile,jul,mon,2,999,0,5099,0
26817,25,laborer,married,32321,elementary,unknown,yes,no,email,jun,mon,5,999,0,7063,0
26818,38,administrative,single,125580,university,no,yes,no,email,sep,tue,1,999,0,5928,0
26819,31,unemployed,single,52189,trade school,no,no,no,email,may,tue,2,999,0,6073,0
26820,35,services,married,64104,high school,no,no,no,mobile,sep,tue,2,3,1,5077,1
26821,39,laborer,married,34032,elementary,no,no,no,mobile,may,wed,3,999,0,9361,0
26822,33,technician,married,155313,university,unknown,yes,no,mobile,aug,tue,1,999,0,7621,0
26823,49,laborer,married,24304,elementary,unknown,yes,no,email,may,tue,2,999,0,7216,0
26824,31,administrative,single,147654,university,no,no,no,mobile,aug,thu,3,999,0,9133,0
26825,50,self-employed,divorced,80978,university,unknown,yes,no,mobile,jul,wed,11,999,0,5003,0
26826,33,self-employed,married,101564,university,no,yes,no,mobile,aug,tue,3,999,0,6306,0
26827,60,management,married,24963,unknown,unknown,yes,no,email,jun,mon,1,999,0,5985,0
26828,31,administrative,married,41591,high school,no,no,no,mobile,jun,wed,1,2,1,6668,1
26829,35,administrative,married,59192,high school,unknown,yes,no,mobile,may,fri,2,999,1,5423,0
26830,52,administrative,divorced,76590,university,unknown,yes,no,mobile,aug,fri,1,999,0,8681,0
26831,41,technician,divorced,60797,high school,no,yes,no,mobile,jul,mon,1,999,0,7244,0
26832,25,laborer,married,26428,elementary,no,no,no,mobile,may,fri,2,999,0,6034,0
26833,30,administrative,married,95635,university,no,yes,no,mobile,apr,thu,1,999,0,6050,1
26834,36,entrepreneur,married,74217,university,no,no,no,mobile,jul,wed,4,999,0,7702,0
26835,32,technician,single,142200,university,no,no,no,mobile,jun,mon,1,999,0,7067,1
26836,39,laborer,married,48462,trade school,no,no,no,mobile,jul,mon,1,999,0,6776,0
26837,26,laborer,married,22694,elementary,unknown,no,no,mobile,jul,tue,1,999,0,6669,0
26838,26,technician,single,52269,trade school,no,yes,no,mobile,may,thu,2,999,0,5024,0
26839,33,unemployed,married,43509,high school,unknown,yes,no,mobile,jul,wed,9,999,0,5538,0
26840,32,technician,divorced,48000,trade school,no,yes,no,email,jul,wed,1,999,0,7858,0
26841,41,technician,single,50380,trade school,no,no,no,email,may,fri,2,999,0,9419,0
26842,39,self-employed,divorced,50103,high school,no,no,no,mobile,sep,tue,1,3,1,8241,1
26843,43,laborer,single,56825,trade school,no,yes,no,email,jun,tue,2,999,0,8785,0
26844,32,technician,single,155778,university,no,no,no,email,may,mon,3,999,0,5217,0
26845,51,housekeeping,married,31170,elementary,unknown,no,no,mobile,aug,fri,1,999,0,8797,0
26846,38,laborer,married,28542,elementary,no,yes,no,email,may,fri,3,999,0,8939,0
26847,29,administrative,single,44563,high school,no,no,no,mobile,may,wed,1,999,1,7535,0
26848,29,management,single,62119,university,no,no,no,mobile,aug,mon,1,999,0,7731,0
26849,44,laborer,married,24576,elementary,unknown,no,no,email,may,tue,1,999,0,7400,0
26850,44,laborer,married,24165,elementary,no,yes,no,mobile,aug,tue,2,999,0,8820,1
26851,35,administrative,married,42721,high school,no,no,no,email,may,tue,1,999,0,8356,0
26852,28,services,married,25687,elementary,unknown,yes,yes,mobile,may,thu,3,999,1,8475,1
26853,31,services,married,26000,elementary,no,yes,no,email,may,fri,5,999,0,5620,0
26854,36,administrative,married,63137,university,unknown,no,no,mobile,aug,tue,3,999,0,8853,0
26855,29,administrative,single,57408,trade school,no,yes,no,mobile,may,tue,2,999,0,7736,0
26856,34,laborer,married,32440,elementary,no,no,no,email,jun,mon,15,999,0,5082,0
26857,36,laborer,married,31624,elementary,no,yes,no,mobile,nov,thu,4,999,0,9293,0
26858,23,student,single,25432,elementary,no,yes,no,mobile,may,tue,1,999,0,6082,0
26859,38,administrative,married,151996,university,no,yes,no,email,may,tue,5,999,0,7615,0
26860,54,retired,divorced,31682,elementary,no,no,no,email,jun,mon,3,999,0,6313,0
26861,36,unemployed,single,51721,trade school,unknown,yes,no,mobile,apr,mon,1,999,0,6805,0
26862,44,laborer,married,44893,high school,unknown,yes,no,email,jun,wed,4,999,0,7918,0
26863,45,services,single,54292,trade school,unknown,no,no,email,may,tue,1,999,0,6045,0
26864,45,administrative,married,28318,unknown,unknown,yes,no,mobile,jul,thu,2,999,0,5515,0
26865,42,technician,married,144374,university,no,no,yes,mobile,aug,thu,1,999,0,8880,1
26866,37,administrative,single,152338,university,no,no,yes,mobile,may,mon,1,999,1,5578,1
26867,49,administrative,married,97159,university,no,no,no,mobile,jun,thu,2,999,0,7084,1
26868,47,services,divorced,47370,high school,unknown,no,no,mobile,aug,thu,6,999,0,8331,1
26869,28,student,single,31520,elementary,no,yes,no,mobile,mar,tue,1,999,0,9122,1
26870,59,retired,married,54499,high school,no,yes,no,mobile,aug,mon,2,999,0,7439,0
26871,30,services,married,63890,high school,no,no,no,mobile,apr,thu,2,999,1,7466,0
26872,37,laborer,divorced,22163,elementary,no,no,no,mobile,nov,tue,1,999,0,8159,0
26873,49,administrative,single,33250,elementary,no,yes,yes,mobile,nov,wed,2,999,0,8963,1
26874,36,laborer,married,25322,elementary,no,yes,no,email,may,wed,2,999,0,5416,0
26875,30,unemployed,single,51763,high school,no,no,no,mobile,may,fri,11,999,0,6352,0
26876,31,services,married,40485,high school,unknown,no,no,mobile,may,mon,6,999,0,6374,1
26877,35,laborer,married,29378,elementary,no,no,no,email,may,tue,2,999,0,9011,0
26878,28,administrative,married,55731,high school,no,yes,no,email,may,wed,2,999,0,6173,0
26879,36,laborer,married,34238,elementary,no,no,no,email,jun,tue,6,999,0,5624,0
26880,35,laborer,married,32257,elementary,no,no,no,mobile,may,thu,1,999,1,6143,0
26881,34,laborer,married,32901,elementary,no,no,no,mobile,may,fri,4,999,0,7744,0
26882,45,technician,married,29564,unknown,unknown,yes,no,mobile,jul,mon,2,999,0,7240,0
26883,31,technician,single,56102,trade school,no,yes,yes,mobile,may,mon,1,999,1,5790,1
26884,32,laborer,married,45965,high school,no,yes,no,mobile,nov,wed,1,999,0,7684,0
26885,39,administrative,single,55619,high school,unknown,no,no,email,may,tue,1,999,0,6575,0
26886,32,management,single,136833,university,no,no,yes,mobile,nov,wed,1,999,0,7756,1
26887,53,technician,divorced,48173,trade school,no,no,no,email,may,fri,2,999,0,8493,0
26888,25,unemployed,single,57563,high school,no,no,no,mobile,aug,tue,1,3,3,7893,1
26889,37,student,single,28529,unknown,no,yes,no,mobile,jul,tue,2,999,0,5797,0
26890,38,administrative,single,42859,high school,no,yes,no,mobile,may,tue,4,999,0,6337,0
26891,40,administrative,married,123639,university,no,yes,yes,mobile,aug,tue,1,999,0,9378,1
26892,26,retired,single,44124,high school,no,unknown,unknown,mobile,jun,wed,1,999,0,9280,0
26893,34,entrepreneur,married,83423,university,no,yes,no,mobile,apr,fri,3,999,0,6941,1
26894,34,entrepreneur,married,50269,high school,no,yes,yes,mobile,may,thu,1,999,1,7640,1
26895,30,administrative,single,24053,elementary,no,no,no,mobile,may,tue,1,999,0,7854,0
26896,51,laborer,married,23591,elementary,no,no,no,email,may,mon,1,999,0,9367,0
26897,38,technician,single,45415,trade school,no,yes,no,email,may,mon,7,999,0,6324,0
26898,28,services,single,58475,high school,no,yes,yes,mobile,may,tue,5,999,0,7540,1
26899,46,management,married,60491,university,unknown,no,no,email,jun,mon,3,999,0,9481,0
26900,30,technician,married,54758,trade school,no,no,no,mobile,aug,tue,1,999,0,6513,0
26901,48,laborer,married,53657,high school,no,no,no,mobile,may,tue,2,3,1,9061,1
26902,33,laborer,married,23457,elementary,no,no,yes,mobile,jul,tue,3,999,0,7562,1
26903,41,laborer,married,31505,elementary,unknown,no,no,mobile,jul,mon,3,999,0,5691,0
26904,27,self-employed,single,77194,university,no,no,yes,email,jun,fri,4,999,0,8879,1
26905,35,administrative,married,147099,university,no,yes,no,mobile,nov,wed,1,999,0,7337,0
26906,42,laborer,married,28848,elementary,unknown,no,no,email,may,wed,2,999,0,8360,0
26907,26,administrative,married,38460,high school,no,yes,yes,mobile,jul,wed,5,999,0,8813,1
26908,49,retired,married,55115,high school,no,no,no,mobile,may,mon,3,999,1,6967,0
26909,44,laborer,married,34867,elementary,unknown,no,no,mobile,may,wed,1,999,0,6374,0
26910,35,administrative,married,50167,high school,unknown,no,no,email,may,mon,4,999,0,6948,0
26911,39,technician,married,54631,trade school,no,no,no,email,oct,thu,1,999,0,9063,1
26912,56,retired,divorced,108057,university,no,yes,no,mobile,jun,mon,1,3,1,6885,1
26913,44,administrative,single,49944,trade school,no,yes,no,email,nov,thu,8,999,0,7339,0
26914,41,technician,married,23514,unknown,unknown,yes,yes,mobile,aug,thu,1,999,0,6441,1
26915,56,retired,married,153953,university,no,yes,no,email,may,wed,3,999,0,5280,0
26916,26,laborer,married,31184,elementary,no,yes,yes,email,may,tue,2,999,0,7530,1
26917,34,administrative,single,140246,university,no,yes,no,mobile,jul,wed,1,999,0,9349,0
26918,45,laborer,divorced,25681,elementary,no,yes,no,email,jun,thu,3,999,0,5369,0
26919,47,administrative,married,151840,university,no,no,no,mobile,aug,fri,2,999,0,6816,0
26920,31,laborer,married,33446,elementary,no,no,no,email,jun,thu,2,999,0,6022,0
26921,24,administrative,married,118221,university,no,no,no,mobile,jul,wed,1,999,0,8330,0
26922,42,services,divorced,35827,high school,unknown,yes,no,email,jun,mon,1,999,0,6479,0
26923,24,management,married,23728,unknown,no,no,no,mobile,mar,fri,5,999,0,5789,0
26924,33,services,single,33881,elementary,no,yes,no,mobile,apr,thu,2,999,0,7158,0
26925,32,technician,married,59564,trade school,unknown,yes,no,mobile,aug,fri,4,999,0,5905,0
26926,64,retired,married,157634,university,no,yes,no,mobile,apr,tue,4,999,0,6430,1
26927,55,entrepreneur,divorced,45364,high school,unknown,no,no,mobile,aug,wed,1,999,0,8718,0
26928,31,management,single,89464,university,no,no,no,mobile,may,wed,2,999,0,8027,0
26929,50,services,married,51586,high school,unknown,yes,no,email,may,tue,2,999,0,7707,0
26930,30,laborer,married,29529,elementary,no,yes,no,email,may,wed,1,999,0,6472,0
26931,25,services,single,62808,high school,no,no,no,mobile,jul,mon,2,999,0,8120,0
26932,46,self-employed,married,34749,elementary,unknown,no,yes,mobile,nov,mon,1,999,1,9492,1
26933,36,laborer,single,26349,elementary,unknown,yes,no,mobile,jul,mon,8,999,0,7199,0
26934,53,administrative,married,46027,high school,unknown,no,no,mobile,jul,thu,8,999,0,7440,0
26935,54,management,married,31099,elementary,no,yes,no,mobile,nov,wed,3,999,1,8679,0
26936,34,technician,single,54120,trade school,no,no,no,mobile,mar,fri,3,999,0,8051,1
26937,39,laborer,married,31234,elementary,unknown,no,no,email,may,thu,2,999,0,7706,0
26938,35,administrative,married,49786,high school,no,yes,no,email,may,thu,1,999,0,8582,0
26939,37,technician,married,58822,trade school,unknown,yes,no,mobile,aug,fri,7,999,0,9243,0
26940,32,self-employed,married,46566,high school,no,yes,no,mobile,aug,thu,9,999,0,6165,0
26941,40,laborer,married,25183,elementary,no,yes,no,email,may,tue,2,999,0,7279,0
26942,41,housekeeping,married,145371,university,unknown,no,no,email,may,fri,3,999,0,8837,0
26943,49,laborer,married,22605,elementary,no,yes,no,email,may,wed,1,999,0,7985,0
26944,40,administrative,married,112481,university,no,no,no,mobile,aug,thu,4,999,0,8474,0
26945,24,technician,single,52859,high school,no,yes,no,mobile,apr,mon,1,999,0,7345,0
26946,24,student,married,147175,university,no,no,no,email,may,tue,3,999,0,7881,0
26947,53,services,married,32227,elementary,no,yes,no,mobile,aug,mon,2,999,0,6114,1
26948,42,technician,married,25492,elementary,no,yes,no,email,may,wed,3,999,0,7744,0
26949,38,administrative,married,118318,university,no,yes,no,mobile,aug,tue,12,999,0,6744,0
26950,35,administrative,single,54626,high school,no,yes,yes,mobile,jul,wed,1,999,0,6371,1
26951,33,entrepreneur,single,151795,university,no,yes,no,mobile,nov,tue,1,999,1,8817,0
26952,27,administrative,married,46248,high school,no,no,no,mobile,may,thu,1,999,1,8291,0
26953,38,technician,single,54871,trade school,no,no,no,mobile,may,mon,2,999,1,7628,0
26954,39,laborer,married,24448,elementary,unknown,no,yes,mobile,nov,wed,1,999,0,8955,1
26955,37,laborer,married,23661,elementary,no,yes,no,email,may,thu,4,999,0,6451,0
26956,29,technician,single,28529,elementary,no,unknown,unknown,email,apr,mon,1,999,0,9223,0
26957,39,self-employed,married,136972,university,no,no,no,email,jun,mon,3,999,0,5431,0
26958,37,laborer,married,26104,elementary,no,yes,no,mobile,nov,thu,1,999,0,9073,0
26959,59,management,married,28638,unknown,no,yes,no,mobile,sep,thu,1,999,0,7011,0
26960,58,administrative,married,91505,university,no,no,no,mobile,aug,wed,2,999,0,8273,0
26961,37,laborer,single,31731,elementary,unknown,yes,yes,email,may,mon,2,999,0,7779,1
26962,37,technician,single,115169,university,no,yes,yes,mobile,aug,thu,2,4,1,6110,1
26963,74,retired,married,60342,trade school,no,no,no,mobile,may,fri,4,999,3,8711,0
26964,46,technician,divorced,123780,university,unknown,no,no,mobile,jul,fri,2,999,0,9191,0
26965,47,technician,married,45399,trade school,no,yes,no,mobile,aug,mon,3,999,0,7254,0
26966,40,technician,married,54143,trade school,no,no,no,mobile,aug,tue,1,999,0,8732,0
26967,48,management,married,22836,elementary,unknown,no,no,email,may,wed,1,999,0,5749,0
26968,39,laborer,single,52999,trade school,no,no,no,email,may,fri,2,999,0,6070,0
26969,83,retired,married,29162,unknown,no,yes,no,mobile,sep,mon,2,999,0,7022,0
26970,23,services,single,39637,high school,no,no,no,email,jun,wed,9,999,0,9115,0
26971,40,housekeeping,single,113142,university,no,yes,no,email,jun,fri,2,999,0,7449,0
26972,51,unemployed,married,46613,high school,no,yes,no,mobile,nov,thu,4,999,0,5382,0
26973,24,student,single,23892,elementary,no,yes,no,mobile,apr,tue,1,999,1,8253,0
26974,43,self-employed,divorced,22312,elementary,no,yes,no,mobile,may,wed,2,999,0,7607,0
26975,58,management,married,143257,university,no,no,no,mobile,may,mon,1,999,1,5628,0
26976,27,services,married,118487,university,no,no,no,mobile,may,tue,1,999,0,5378,0
26977,56,technician,married,34786,elementary,unknown,no,no,email,jun,wed,1,999,0,5926,0
26978,53,self-employed,married,136762,university,no,yes,no,mobile,nov,fri,1,999,0,7722,1
26979,41,unemployed,divorced,55871,trade school,no,unknown,unknown,mobile,aug,tue,3,999,0,7236,0
26980,32,self-employed,single,113869,university,no,no,no,mobile,jul,thu,2,999,0,6583,1
26981,51,technician,married,46309,trade school,no,unknown,unknown,mobile,may,thu,2,999,1,9239,0
26982,44,laborer,married,31618,elementary,unknown,no,no,email,may,mon,1,999,0,6984,0
26983,29,laborer,married,34877,elementary,no,yes,yes,mobile,nov,wed,1,999,1,6573,1
26984,51,administrative,married,72352,university,no,yes,no,mobile,aug,fri,1,999,0,6573,0
26985,42,technician,married,54412,trade school,unknown,yes,no,email,nov,mon,1,999,0,5899,0
26986,49,technician,divorced,47465,trade school,no,yes,no,mobile,oct,fri,2,3,1,8466,1
26987,58,technician,married,45517,high school,no,yes,no,mobile,aug,thu,1,999,0,7338,0
26988,32,entrepreneur,married,28547,elementary,no,yes,no,email,nov,wed,1,999,0,6572,0
26989,58,administrative,married,56333,trade school,no,yes,no,mobile,apr,thu,4,999,2,5828,0
26990,39,administrative,single,116228,university,no,no,yes,email,may,thu,3,999,0,5142,1
26991,32,management,single,101098,university,no,no,yes,mobile,mar,thu,1,999,0,9154,1
26992,59,laborer,married,26275,elementary,unknown,yes,no,mobile,jul,mon,4,999,0,8071,0
26993,37,services,married,32192,elementary,no,yes,no,mobile,jul,tue,1,999,0,8975,0
26994,32,technician,single,58195,trade school,no,yes,no,mobile,aug,tue,2,999,0,8469,0
26995,29,administrative,married,78998,university,no,yes,no,mobile,aug,mon,1,999,0,8738,0
26996,41,administrative,married,82899,university,no,no,no,email,may,mon,2,999,0,7930,0
26997,35,services,single,111486,university,no,unknown,unknown,mobile,jun,tue,2,999,1,8150,0
26998,24,student,single,48639,high school,unknown,yes,no,mobile,aug,fri,1,999,1,7573,0
26999,41,management,divorced,26082,elementary,no,no,no,mobile,nov,thu,1,999,0,9337,0
27000,20,student,single,27909,elementary,no,yes,no,mobile,mar,thu,2,999,0,6349,0
27001,37,technician,married,46949,trade school,unknown,yes,no,email,may,fri,3,999,0,8332,0
27002,35,laborer,single,24835,elementary,no,no,no,email,jun,fri,2,999,0,5837,0
27003,56,laborer,married,29545,elementary,no,no,no,mobile,aug,tue,1,999,0,5201,0
27004,44,laborer,married,24211,elementary,no,yes,no,mobile,aug,mon,2,999,0,6456,0
27005,41,housekeeping,married,70120,university,unknown,no,no,email,may,fri,1,999,0,6538,0
27006,37,unemployed,married,116493,university,no,yes,no,email,may,fri,2,999,0,8099,0
27007,33,technician,married,61711,university,unknown,yes,no,email,may,tue,2,999,0,5605,0
27008,33,administrative,married,47403,high school,no,yes,yes,email,may,mon,4,999,0,6458,1
27009,30,self-employed,single,60885,high school,no,yes,no,email,may,fri,1,999,0,8090,0
27010,51,laborer,married,22826,elementary,unknown,yes,no,email,may,wed,7,999,0,7824,0
27011,42,administrative,married,58278,high school,no,yes,yes,email,oct,fri,1,999,0,5130,1
27012,28,services,single,22724,elementary,unknown,no,no,email,may,fri,1,999,0,7387,0
27013,39,technician,married,153624,university,unknown,yes,no,mobile,aug,thu,18,999,0,6735,0
27014,33,self-employed,single,76171,university,no,yes,no,email,may,fri,2,999,0,8103,0
27015,31,laborer,married,25384,elementary,no,yes,no,mobile,jul,thu,1,999,0,8020,0
27016,50,administrative,married,43635,high school,unknown,yes,no,email,may,wed,4,999,0,5485,0
27017,44,technician,divorced,46289,trade school,no,yes,no,email,jun,mon,1,999,0,5690,0
27018,31,laborer,single,50957,trade school,no,yes,no,mobile,jul,tue,13,999,0,9397,0
27019,40,technician,single,50354,trade school,no,no,no,mobile,jul,fri,2,999,0,7782,0
27020,49,self-employed,married,54265,trade school,no,yes,no,email,may,tue,1,999,0,8779,0
27021,31,administrative,single,63842,university,no,yes,yes,mobile,aug,tue,1,999,0,6177,1
27022,66,retired,married,25049,elementary,no,no,yes,mobile,apr,wed,5,999,1,8092,1
27023,32,administrative,single,110829,university,no,yes,no,email,may,fri,1,999,0,6126,0
27024,39,management,divorced,81333,university,unknown,no,no,email,jun,thu,2,999,0,6119,0
27025,23,laborer,single,50834,high school,no,no,no,mobile,jul,wed,1,999,0,7015,0
27026,52,administrative,divorced,62628,university,no,no,no,email,may,tue,2,999,0,7413,0
27027,33,administrative,single,47579,high school,no,yes,no,mobile,apr,wed,3,999,0,5211,1
27028,27,administrative,married,153807,university,no,no,no,mobile,jul,fri,1,999,0,5303,0
27029,26,technician,single,61337,trade school,no,no,no,mobile,jul,wed,2,999,0,6899,0
27030,37,laborer,married,32529,elementary,unknown,yes,no,mobile,jul,wed,1,999,0,6600,0
27031,38,technician,single,138316,university,no,yes,no,email,may,tue,12,999,0,6156,0
27032,38,technician,single,52112,trade school,no,yes,no,email,may,fri,3,999,0,6953,0
27033,37,technician,married,57175,trade school,unknown,no,no,mobile,nov,fri,3,999,0,6542,0
27034,38,laborer,married,32324,elementary,no,yes,no,mobile,nov,wed,1,999,1,6595,0
27035,36,laborer,married,25366,elementary,no,yes,no,mobile,jul,fri,1,999,0,6879,0
27036,39,technician,married,39208,high school,no,no,no,mobile,jul,thu,9,999,0,7536,0
27037,45,administrative,married,32116,elementary,no,no,no,email,may,tue,1,999,0,8323,0
27038,37,laborer,divorced,34773,elementary,no,yes,no,mobile,jul,thu,4,999,0,9202,1
27039,54,administrative,married,46556,high school,no,unknown,unknown,email,may,wed,1,999,0,7037,0
27040,33,laborer,married,27268,elementary,no,yes,no,mobile,jul,thu,9,999,0,5434,0
27041,29,technician,married,131334,university,no,yes,yes,mobile,aug,wed,2,999,0,7413,1
27042,28,services,married,31393,elementary,unknown,unknown,unknown,email,may,thu,1,999,0,7897,0
27043,28,technician,single,61203,trade school,no,yes,no,mobile,jun,tue,1,999,0,7005,1
27044,46,laborer,married,29938,elementary,no,yes,no,mobile,aug,wed,2,999,0,8714,0
27045,40,self-employed,single,76275,university,no,yes,no,mobile,jul,wed,3,999,0,8386,1
27046,42,administrative,married,109544,university,no,yes,yes,mobile,aug,wed,1,999,0,6857,1
27047,27,services,married,43852,high school,no,yes,no,mobile,may,tue,3,999,1,6671,0
27048,43,technician,divorced,29949,elementary,no,no,no,mobile,jul,fri,2,999,0,5198,1
27049,33,unemployed,married,74174,university,no,yes,no,mobile,aug,fri,2,999,0,9331,0
27050,52,services,married,40055,high school,unknown,yes,no,mobile,aug,mon,1,999,0,5059,0
27051,32,administrative,married,43086,high school,no,no,no,mobile,mar,thu,2,999,0,6787,0
27052,51,management,married,27569,elementary,no,no,no,email,may,wed,1,999,0,9377,0
27053,43,technician,married,26305,elementary,no,no,yes,email,jul,wed,5,999,0,5063,1
27054,38,laborer,single,22551,elementary,no,no,no,email,may,thu,5,999,0,5413,0
27055,32,administrative,married,73594,university,no,no,no,mobile,may,thu,1,999,0,5762,0
27056,56,entrepreneur,married,27701,unknown,unknown,yes,no,email,may,mon,1,999,0,6168,0
27057,30,technician,single,76559,university,no,yes,no,mobile,may,mon,2,999,0,6409,0
27058,39,services,single,56303,high school,no,yes,no,email,jun,wed,3,999,0,6891,0
27059,46,laborer,married,61798,trade school,unknown,no,yes,email,may,tue,2,999,0,8487,1
27060,35,administrative,married,26108,unknown,no,yes,no,mobile,nov,mon,2,999,0,9139,0
27061,43,entrepreneur,married,46532,high school,no,no,no,email,may,tue,2,999,0,6020,0
27062,36,administrative,single,35284,high school,no,yes,no,mobile,may,tue,1,999,1,8800,0
27063,41,laborer,married,23794,elementary,unknown,yes,no,email,may,tue,2,999,0,9119,0
27064,32,self-employed,divorced,144984,university,no,no,yes,email,jun,tue,21,999,0,5226,1
27065,39,laborer,married,23325,elementary,unknown,no,no,email,may,thu,1,999,0,5071,0
27066,38,technician,divorced,52806,trade school,no,yes,no,mobile,aug,fri,1,999,0,8908,0
27067,29,administrative,married,34268,elementary,no,yes,no,email,jun,thu,1,999,0,5470,0
27068,27,technician,single,22765,elementary,no,yes,no,mobile,apr,wed,1,999,0,9131,0
27069,46,housekeeping,married,29161,elementary,no,yes,no,email,may,tue,1,999,0,7142,0
27070,41,services,married,40225,high school,no,yes,no,email,may,wed,1,999,0,6012,0
27071,46,self-employed,married,142140,university,no,yes,no,email,may,tue,5,999,0,6437,0
27072,52,laborer,married,28393,elementary,no,yes,no,email,may,thu,1,999,0,8918,0
27073,46,administrative,married,125757,university,no,no,no,mobile,may,thu,1,999,0,6577,1
27074,32,self-employed,single,104957,university,no,yes,no,mobile,jun,mon,1,999,0,6988,0
27075,34,laborer,married,25165,elementary,unknown,no,no,mobile,may,thu,2,999,0,6982,0
27076,29,services,single,110912,university,unknown,no,yes,email,jun,tue,1,999,0,6357,1
27077,23,student,single,58468,trade school,no,yes,no,mobile,sep,wed,1,8,2,5473,1
27078,48,services,married,37124,high school,no,no,no,mobile,may,thu,2,999,0,7098,0
27079,45,laborer,married,26081,elementary,no,yes,no,email,apr,mon,1,999,0,6737,0
27080,40,services,single,36063,high school,unknown,yes,no,email,may,thu,7,999,0,7721,0
27081,56,management,married,33997,elementary,unknown,unknown,unknown,email,may,fri,3,999,0,5077,0
27082,18,student,single,29149,elementary,no,no,no,mobile,dec,thu,2,999,0,5536,1
27083,31,laborer,single,26356,elementary,no,no,no,mobile,may,wed,4,999,0,8355,0
27084,45,unknown,married,26706,unknown,no,no,no,email,jun,thu,8,999,0,9330,0
27085,37,technician,married,55928,trade school,no,yes,no,mobile,aug,wed,1,999,0,8633,0
27086,51,unemployed,married,23296,elementary,unknown,yes,no,email,may,tue,1,999,0,7073,0
27087,37,administrative,divorced,62064,university,no,no,yes,mobile,nov,fri,1,999,0,6667,1
27088,46,self-employed,married,53644,trade school,no,yes,no,email,nov,fri,2,999,0,5127,0
27089,50,laborer,married,28112,elementary,no,yes,yes,mobile,nov,mon,1,999,1,8888,1
27090,39,administrative,single,131477,university,no,yes,yes,mobile,may,mon,1,999,0,5592,1
27091,29,administrative,married,157734,university,no,no,no,mobile,may,wed,5,999,1,5155,0
27092,36,laborer,married,33382,elementary,no,yes,no,email,may,mon,1,999,0,6153,0
27093,47,laborer,married,22072,elementary,unknown,no,no,mobile,may,wed,1,999,0,8181,0
27094,21,student,single,159841,university,no,no,no,mobile,jun,fri,2,999,0,6911,1
27095,48,laborer,married,24405,elementary,unknown,yes,no,mobile,aug,thu,3,999,0,9137,0
27096,40,services,married,60062,high school,no,no,no,mobile,may,tue,8,999,1,8047,0
27097,38,administrative,married,136117,university,no,yes,no,mobile,aug,fri,1,999,0,5016,0
27098,31,administrative,single,124602,university,no,no,no,mobile,aug,wed,1,999,0,8644,0
27099,34,laborer,married,33957,elementary,no,yes,no,mobile,jul,tue,4,999,0,7949,0
27100,39,management,married,60286,high school,no,no,no,mobile,nov,fri,2,999,1,9420,0
27101,48,management,married,67895,university,no,yes,no,mobile,oct,wed,1,999,1,5569,1
27102,55,administrative,divorced,131819,university,no,no,no,email,may,thu,1,999,0,6623,0
27103,36,laborer,single,29558,elementary,unknown,no,no,mobile,jul,mon,2,999,0,6895,0
